season,cccaa_season,team,team_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2017,2016-17,Hartnell,hartnell,1,0,4,1,0.8,58.0,43.0,33.0,0.767,15.0,21.0
2017,2016-17,Imperial Valley,imperialvalley,39,3,36,1,0.975,495.0,421.0,350.0,0.831,205.0,142.0
2017,2016-17,Irvine Valley,irvinevalley,1,0,1,0,1.0,11.0,6.0,4.0,0.667,5.0,4.0
2017,2016-17,LA Harbor,laharbor,0,2,0,0,1.0,10.0,5.0,5.0,1.0,6.0,5.0
2017,2016-17,LA Mission,lamission,14,7,5,0,1.0,124.0,56.0,46.0,0.821,43.0,87.0
2017,2016-17,LA Pierce,lapierce,5,2,4,3,0.667,59.0,53.0,47.0,0.887,56.0,52.0
2017,2016-17,LA Valley,lavalley,13,1,9,0,1.0,109.0,90.0,72.0,0.8,57.0,49.0
2017,2016-17,Laney,laney,19,8,8,1,0.941,118.0,86.0,63.0,0.733,53.0,74.0
2017,2016-17,Lassen,lassen,29,16,9,3,0.893,215.0,114.0,87.0,0.763,83.0,148.0
2017,2016-17,Long Beach,longbeach,17,14,6,7,0.741,141.0,70.0,48.0,0.686,39.0,95.0
2017,2016-17,Los Medanos,losmedanos,25,15,7,0,1.0,184.0,91.0,77.0,0.846,58.0,117.0
2017,2016-17,Marin,marin,2,1,1,1,0.667,22.0,18.0,13.0,0.722,16.0,6.0
2017,2016-17,Mendocino,mendocino,8,6,5,5,0.688,120.0,77.0,59.0,0.766,47.0,49.0
2017,2016-17,Merced,merced,9,10,5,5,0.75,99.0,50.0,34.0,0.68,25.0,126.0
2017,2016-17,Mission,mission,7,3,4,2,0.778,80.0,56.0,44.0,0.786,35.0,47.0
2017,2016-17,Modesto,modesto,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2017,2016-17,Monterey,monterey,0,0,1,0,1.0,14.0,11.0,11.0,1.0,9.0,6.0
2017,2016-17,Moorpark,moorpark,2,8,4,4,0.75,71.0,39.0,28.0,0.718,37.0,40.0
2017,2016-17,Mt. San Antonio,mtsanantonio,13,6,9,8,0.652,167.0,108.0,83.0,0.769,60.0,119.0
2017,2016-17,Mt. San Jacinto,mtsanjacinto,12,2,10,0,1.0,164.0,136.0,102.0,0.75,75.0,62.0
2017,2016-17,Napa,napa,30,12,17,2,0.935,279.0,178.0,142.0,0.798,81.0,142.0
2017,2016-17,Ohlone,ohlone,6,5,4,2,0.818,39.0,21.0,19.0,0.905,25.0,39.0
2017,2016-17,Orange Coast,orangecoast,3,1,0,1,0.5,33.0,18.0,15.0,0.833,18.0,29.0
2017,2016-17,Oxnard,oxnard,31,15,15,6,0.833,272.0,149.0,103.0,0.691,99.0,244.0
2017,2016-17,Palomar,palomar,14,9,5,8,0.636,139.0,67.0,51.0,0.761,48.0,114.0
2017,2016-17,Pasadena City,pasadenacity,0,0,0,0,,7.0,6.0,1.0,0.167,2.0,2.0
2017,2016-17,Porterville,porterville,36,4,28,1,0.97,384.0,273.0,185.0,0.678,113.0,161.0
2017,2016-17,Redwoods,redwoods,10,2,9,0,1.0,129.0,75.0,59.0,0.787,40.0,51.0
2017,2016-17,Reedley,reedley,20,9,6,0,1.0,118.0,66.0,55.0,0.833,51.0,86.0
2017,2016-17,Rio Hondo,riohondo,13,11,6,6,0.739,137.0,73.0,54.0,0.74,45.0,101.0
2017,2016-17,Riverside,riverside,0,0,0,4,0.0,10.0,3.0,3.0,1.0,2.0,9.0
2017,2016-17,Sacramento City,sacramentocity,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2017,2016-17,Saddleback,saddleback,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2017,2016-17,San Bernardino,sanbernardino,28,8,20,0,1.0,253.0,165.0,118.0,0.715,73.0,164.0
2017,2016-17,San Diego City,sandiego,17,11,6,5,0.773,150.0,89.0,63.0,0.708,84.0,136.0
2017,2016-17,San Diego Mesa,sandiegomesa,0,0,0,0,,1.0,0.0,0.0,,0.0,0.0
2017,2016-17,San Francisco,sanfrancisco,18,3,16,2,0.905,160.0,127.0,107.0,0.843,75.0,89.0
2017,2016-17,San Joaquin Delta,sanjoaquindelta,1,6,2,7,0.533,73.0,35.0,23.0,0.657,37.0,99.0
2017,2016-17,San Mateo,sanmateo,1,3,4,8,0.467,54.0,29.0,22.0,0.759,27.0,64.0
2017,2016-17,Santa Ana,santaana,6,3,0,0,1.0,50.0,22.0,21.0,0.955,26.0,31.0
2017,2016-17,Santa Barbara,santabarbara,0,7,1,3,0.727,29.0,10.0,8.0,0.8,12.0,21.0
2017,2016-17,Santa Rosa,santarosa,0,3,2,1,0.833,16.0,6.0,4.0,0.667,10.0,16.0
2017,2016-17,Sequoias,sequoias,17,14,6,10,0.667,157.0,82.0,55.0,0.671,70.0,139.0
2017,2016-17,Shasta,shasta,0,0,0,0,,1.0,0.0,0.0,,1.0,0.0
2017,2016-17,Sierra,sierra,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2017,2016-17,Siskiyous,siskiyous,4,0,5,1,0.833,45.0,27.0,21.0,0.778,14.0,17.0
2017,2016-17,Skyline,skyline,9,5,4,7,0.562,57.0,32.0,27.0,0.844,35.0,93.0
2017,2016-17,Solano,solano,2,2,3,1,0.833,21.0,23.0,16.0,0.696,27.0,39.0
2017,2016-17,Southwestern,southwestern,7,6,5,9,0.55,113.0,49.0,46.0,0.939,31.0,81.0
2017,2016-17,Taft,taft,28,8,10,2,0.9,161.0,112.0,84.0,0.75,88.0,123.0
2017,2016-17,Ventura,ventura,1,2,4,3,0.667,35.0,19.0,17.0,0.895,20.0,57.0
2017,2016-17,Victor Valley,victorvalley,11,1,9,1,0.909,102.0,114.0,94.0,0.825,64.0,52.0
2017,2016-17,West Hills Coalinga,westhillscoalinga,3,3,6,3,0.75,126.0,108.0,93.0,0.861,86.0,70.0
2017,2016-17,West LA,westla,33,11,24,1,0.972,230.0,197.0,150.0,0.761,175.0,167.0
2017,2016-17,West Valley,westvalley,1,7,5,2,0.857,81.0,56.0,41.0,0.732,35.0,50.0
2017,2016-17,Yuba,yuba,8,1,8,4,0.692,90.0,61.0,37.0,0.607,26.0,58.0
