season,cccaa_season,team,team_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2016,2015-16,LA Pierce,lapierce,6,3,5,0,1.0,58.0,57.0,51.0,0.895,46.0,34.0
2016,2015-16,LA Valley,lavalley,5,2,2,0,1.0,70.0,24.0,23.0,0.958,11.0,44.0
2016,2015-16,Laney,laney,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2016,2015-16,Lassen,lassen,25,10,17,2,0.931,235.0,165.0,120.0,0.727,81.0,118.0
2016,2015-16,Long Beach,longbeach,24,14,6,2,0.909,168.0,72.0,54.0,0.75,58.0,117.0
2016,2015-16,Los Medanos,losmedanos,5,3,3,5,0.545,61.0,26.0,25.0,0.962,13.0,39.0
2016,2015-16,Marin,marin,22,14,7,8,0.724,178.0,88.0,66.0,0.75,81.0,114.0
2016,2015-16,Mendocino,mendocino,5,2,7,3,0.75,79.0,45.0,33.0,0.733,26.0,27.0
2016,2015-16,Merced,merced,0,0,0,0,,27.0,16.0,12.0,0.75,9.0,11.0
2016,2015-16,Mission,mission,9,6,2,5,0.615,107.0,57.0,48.0,0.842,56.0,98.0
2016,2015-16,Modesto,modesto,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2016,2015-16,Monterey,monterey,8,6,3,6,0.6,71.0,32.0,26.0,0.812,60.0,58.0
2016,2015-16,Moorpark,moorpark,10,2,3,0,1.0,81.0,43.0,39.0,0.907,25.0,52.0
2016,2015-16,Mt. San Antonio,mtsanantonio,7,6,7,2,0.867,89.0,49.0,40.0,0.816,36.0,85.0
2016,2015-16,Mt. San Jacinto,mtsanjacinto,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2016,2015-16,Napa,napa,34,10,26,5,0.878,327.0,193.0,153.0,0.793,97.0,138.0
2016,2015-16,Ohlone,ohlone,31,17,9,1,0.963,188.0,95.0,80.0,0.842,62.0,128.0
2016,2015-16,Orange Coast,orangecoast,13,6,8,0,1.0,68.0,39.0,32.0,0.821,48.0,75.0
2016,2015-16,Oxnard,oxnard,11,7,7,3,0.824,106.0,56.0,43.0,0.768,30.0,64.0
2016,2015-16,Palomar,palomar,7,9,4,3,0.812,88.0,51.0,43.0,0.843,39.0,63.0
2016,2015-16,Pasadena City,pasadenacity,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2016,2015-16,Porterville,porterville,11,2,7,0,1.0,92.0,49.0,38.0,0.776,24.0,48.0
2016,2015-16,Redwoods,redwoods,12,2,12,1,0.933,210.0,159.0,116.0,0.73,85.0,56.0
2016,2015-16,Reedley,reedley,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2016,2015-16,Rio Hondo,riohondo,7,7,4,3,0.786,94.0,37.0,22.0,0.595,27.0,61.0
2016,2015-16,Riverside,riverside,0,0,0,1,0.0,11.0,8.0,6.0,0.75,5.0,7.0
2016,2015-16,Sacramento City,sacramentocity,2,0,2,2,0.5,16.0,13.0,11.0,0.846,9.0,6.0
2016,2015-16,Saddleback,saddleback,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2016,2015-16,San Bernardino,sanbernardino,32,16,11,0,1.0,257.0,142.0,107.0,0.754,101.0,149.0
2016,2015-16,San Diego City,sandiego,14,7,7,2,0.875,149.0,91.0,67.0,0.736,51.0,101.0
2016,2015-16,San Diego Mesa,sandiegomesa,0,0,1,0,1.0,16.0,9.0,9.0,1.0,10.0,4.0
2016,2015-16,San Francisco,sanfrancisco,32,5,26,1,0.969,266.0,185.0,142.0,0.768,108.0,110.0
2016,2015-16,San Joaquin Delta,sanjoaquindelta,1,1,1,0,1.0,14.0,12.0,8.0,0.667,7.0,9.0
2016,2015-16,San Mateo,sanmateo,18,11,6,10,0.63,112.0,76.0,59.0,0.776,72.0,103.0
2016,2015-16,Santa Ana,santaana,0,0,0,0,,7.0,6.0,5.0,0.833,3.0,0.0
2016,2015-16,Santa Barbara,santabarbara,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2016,2015-16,Santa Rosa,santarosa,0,1,1,4,0.333,15.0,7.0,5.0,0.714,5.0,18.0
2016,2015-16,Sequoias,sequoias,0,0,0,0,,3.0,4.0,3.0,0.75,6.0,4.0
2016,2015-16,Shasta,shasta,0,0,0,0,,8.0,8.0,7.0,0.875,8.0,9.0
2016,2015-16,Sierra,sierra,3,2,3,2,0.714,25.0,13.0,8.0,0.615,19.0,33.0
2016,2015-16,Siskiyous,siskiyous,16,5,14,2,0.905,187.0,115.0,93.0,0.809,49.0,71.0
2016,2015-16,Skyline,skyline,12,5,2,0,1.0,70.0,39.0,29.0,0.744,22.0,49.0
2016,2015-16,Solano,solano,0,0,1,0,1.0,19.0,11.0,9.0,0.818,13.0,13.0
2016,2015-16,Southwestern,southwestern,1,1,4,0,1.0,49.0,31.0,28.0,0.903,29.0,29.0
2016,2015-16,Taft,taft,16,7,8,3,0.833,125.0,70.0,47.0,0.671,32.0,81.0
2016,2015-16,Ventura,ventura,6,2,4,5,0.545,94.0,56.0,49.0,0.875,29.0,36.0
2016,2015-16,Victor Valley,victorvalley,5,0,6,0,1.0,99.0,76.0,62.0,0.816,23.0,24.0
2016,2015-16,West Hills Coalinga,westhillscoalinga,19,5,16,1,0.955,149.0,110.0,94.0,0.855,98.0,127.0
2016,2015-16,West LA,westla,4,1,3,0,1.0,32.0,27.0,22.0,0.815,9.0,13.0
2016,2015-16,West Valley,westvalley,1,3,1,1,0.8,28.0,24.0,21.0,0.875,18.0,22.0
2016,2015-16,Yuba,yuba,10,0,4,1,0.8,54.0,32.0,18.0,0.562,19.0,35.0
