season,cccaa_season,team,team_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2019,2018-19,Feather River,featherriver,12,8,1,1,0.9,95.0,63.0,45.0,0.714,73.0,91.0
2019,2018-19,Folsom Lake,folsomlake,4,0,2,1,0.667,29.0,22.0,11.0,0.5,10.0,8.0
2019,2018-19,Fresno City,fresno,30,21,4,4,0.862,164.0,87.0,61.0,0.701,103.0,280.0
2019,2018-19,Fullerton,fullerton,34,10,25,6,0.854,310.0,235.0,190.0,0.809,171.0,213.0
2019,2018-19,Gavilan,gavilan,12,3,11,1,0.933,178.0,154.0,128.0,0.831,116.0,88.0
2019,2018-19,Glendale,glendale,2,2,1,0,1.0,27.0,19.0,17.0,0.895,17.0,29.0
2019,2018-19,Golden West,goldenwest,2,0,0,0,,9.0,5.0,4.0,0.8,2.0,1.0
2019,2018-19,Grossmont,grossmont,6,2,4,2,0.75,60.0,36.0,26.0,0.722,18.0,41.0
2019,2018-19,Hartnell,hartnell,23,9,11,2,0.909,207.0,137.0,106.0,0.774,86.0,93.0
2019,2018-19,Imperial Valley,imperialvalley,33,4,27,1,0.969,349.0,332.0,288.0,0.867,219.0,173.0
2019,2018-19,Irvine Valley,irvinevalley,11,3,5,0,1.0,60.0,39.0,29.0,0.744,20.0,27.0
2019,2018-19,LA Harbor,laharbor,24,10,15,5,0.833,214.0,122.0,101.0,0.828,88.0,141.0
2019,2018-19,LA Mission,lamission,6,5,2,5,0.583,54.0,30.0,29.0,0.967,15.0,30.0
2019,2018-19,LA Pierce,lapierce,30,9,23,3,0.914,300.0,221.0,185.0,0.837,152.0,227.0
2019,2018-19,LA Valley,lavalley,0,0,2,1,0.667,27.0,25.0,17.0,0.68,10.0,10.0
2019,2018-19,Laney,laney,0,1,3,0,1.0,60.0,45.0,30.0,0.667,27.0,43.0
2019,2018-19,Lassen,lassen,17,10,8,1,0.947,143.0,107.0,80.0,0.748,75.0,127.0
2019,2018-19,Long Beach,longbeach,3,1,4,2,0.714,41.0,23.0,18.0,0.783,14.0,33.0
2019,2018-19,Los Medanos,losmedanos,3,8,5,2,0.867,72.0,35.0,27.0,0.771,28.0,51.0
2019,2018-19,Marin,marin,9,4,6,2,0.833,110.0,88.0,79.0,0.898,73.0,76.0
2019,2018-19,Mendocino,mendocino,20,10,12,4,0.846,169.0,90.0,76.0,0.844,53.0,112.0
2019,2018-19,Merced,merced,17,13,7,11,0.645,155.0,105.0,80.0,0.762,87.0,181.0
2019,2018-19,Mission,mission,12,7,3,2,0.833,85.0,69.0,51.0,0.739,37.0,68.0
2019,2018-19,Modesto,modesto,4,2,1,0,1.0,56.0,37.0,26.0,0.703,16.0,43.0
2019,2018-19,Monterey Peninsula,montereypeninsula,1,3,1,2,0.667,58.0,44.0,33.0,0.75,35.0,27.0
2019,2018-19,Moorpark,moorpark,0,0,0,0,,14.0,5.0,5.0,1.0,4.0,10.0
2019,2018-19,Mt. San Antonio,mtsanantonio,3,10,3,5,0.722,75.0,42.0,31.0,0.738,29.0,58.0
2019,2018-19,Mt. San Jacinto,mtsanjacinto,24,8,11,2,0.905,189.0,126.0,78.0,0.619,84.0,151.0
2019,2018-19,Napa Valley,napavalley,13,5,6,1,0.917,119.0,94.0,76.0,0.809,72.0,81.0
2019,2018-19,Ohlone,ohlone,1,1,1,4,0.333,43.0,30.0,29.0,0.967,42.0,55.0
2019,2018-19,Orange Coast,orangecoast,0,2,1,6,0.333,17.0,10.0,10.0,1.0,9.0,22.0
2019,2018-19,Oxnard,oxnard,23,6,10,4,0.8,166.0,129.0,118.0,0.915,98.0,138.0
2019,2018-19,Palomar,palomar,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Pasadena City,pasadenacity,2,0,2,0,1.0,7.0,6.0,5.0,0.833,3.0,8.0
2019,2018-19,Porterville,porterville,30,0,30,0,1.0,298.0,277.0,197.0,0.711,108.0,115.0
2019,2018-19,Redwoods,redwoods,20,4,16,3,0.87,223.0,185.0,150.0,0.811,115.0,128.0
2019,2018-19,Reedley,reedley,1,3,3,1,0.857,29.0,26.0,16.0,0.615,20.0,26.0
2019,2018-19,Rio Hondo,riohondo,0,0,0,0,,7.0,3.0,3.0,1.0,9.0,8.0
2019,2018-19,Riverside,riverside,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Sacramento City,sacramentocity,3,2,0,0,1.0,7.0,2.0,1.0,0.5,3.0,14.0
2019,2018-19,Saddleback,saddleback,3,2,0,0,1.0,12.0,4.0,3.0,0.75,4.0,8.0
2019,2018-19,San Bernardino Valley,sanbernardinovalley,3,5,3,5,0.615,84.0,55.0,33.0,0.6,38.0,73.0
2019,2018-19,San Diego City,sandiegocity,10,5,8,2,0.867,127.0,110.0,91.0,0.827,76.0,66.0
2019,2018-19,San Diego Mesa,sandiegomesa,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,San Francisco,sanfrancisco,18,2,18,1,0.952,246.0,189.0,150.0,0.794,85.0,69.0
2019,2018-19,San Joaquin Delta,sanjoaquindelta,0,0,0,1,0.0,6.0,6.0,6.0,1.0,13.0,6.0
2019,2018-19,San Mateo,sanmateo,13,8,1,0,1.0,64.0,25.0,25.0,1.0,21.0,74.0
2019,2018-19,Santa Ana,santaana,2,3,0,3,0.5,37.0,32.0,26.0,0.812,18.0,38.0
2019,2018-19,Santa Barbara,santabarbara,0,1,2,0,1.0,9.0,9.0,7.0,0.778,7.0,8.0
2019,2018-19,Santa Rosa,santarosa,7,6,2,0,1.0,47.0,30.0,30.0,1.0,30.0,42.0
2019,2018-19,Sequoias,sequoias,21,13,7,8,0.714,178.0,91.0,69.0,0.758,53.0,132.0
2019,2018-19,Shasta,shasta,0,0,0,1,0.0,0.0,0.0,0.0,,2.0,3.0
2019,2018-19,Sierra,sierra,13,7,3,0,1.0,55.0,33.0,24.0,0.727,48.0,72.0
2019,2018-19,Siskiyous,siskiyous,10,3,6,1,0.9,83.0,57.0,32.0,0.561,30.0,52.0
2019,2018-19,Skyline,skyline,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Solano,solano,10,3,6,6,0.6,103.0,79.0,56.0,0.709,74.0,97.0
2019,2018-19,Southwestern,southwestern,16,12,11,4,0.852,174.0,80.0,64.0,0.8,65.0,113.0
2019,2018-19,Taft,taft,3,2,7,4,0.692,88.0,75.0,52.0,0.693,60.0,71.0
2019,2018-19,Ventura,ventura,15,5,6,3,0.786,102.0,63.0,45.0,0.714,37.0,62.0
2019,2018-19,Victor Valley,victorvalley,20,8,13,0,1.0,168.0,98.0,76.0,0.776,45.0,108.0
2019,2018-19,West Hills Coalinga,westhillscoalinga,21,2,19,1,0.955,280.0,253.0,183.0,0.723,130.0,126.0
2019,2018-19,West LA,westla,12,3,8,1,0.917,149.0,107.0,74.0,0.692,50.0,71.0
2019,2018-19,West Valley,westvalley,9,3,4,3,0.7,73.0,39.0,28.0,0.718,21.0,72.0
2019,2018-19,Yuba,yuba,12,0,7,0,1.0,46.0,39.0,19.0,0.487,29.0,24.0
