season,cccaa_season,team,team_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2013,2012-13,Grossmont,grossmont,0,0,0,0,,4.0,6.0,6.0,1.0,6.0,9.0
2013,2012-13,Hartnell,hartnell,9,2,3,0,1.0,72.0,34.0,28.0,0.824,18.0,25.0
2013,2012-13,Imperial Valley,imperialvalley,22,1,21,2,0.917,298.0,239.0,183.0,0.766,94.0,87.0
2013,2012-13,Irvine Valley,irvinevalley,15,6,10,1,0.941,122.0,74.0,65.0,0.878,45.0,50.0
2013,2012-13,LA Harbor,laharbor,12,6,6,1,0.923,133.0,87.0,72.0,0.828,54.0,57.0
2013,2012-13,LA Mission,lamission,0,0,1,0,1.0,15.0,11.0,9.0,0.818,9.0,12.0
2013,2012-13,LA Pierce,lapierce,0,1,0,0,1.0,9.0,5.0,5.0,1.0,7.0,9.0
2013,2012-13,LA Valley,lavalley,5,1,5,0,1.0,93.0,63.0,49.0,0.778,33.0,40.0
2013,2012-13,Laney,laney,4,2,6,0,1.0,32.0,38.0,19.0,0.5,33.0,20.0
2013,2012-13,Lassen,lassen,3,2,4,4,0.6,72.0,41.0,32.0,0.78,31.0,29.0
2013,2012-13,Long Beach,longbeach,0,1,0,0,1.0,13.0,4.0,2.0,0.5,3.0,8.0
2013,2012-13,Los Medanos,losmedanos,13,3,7,4,0.714,85.0,49.0,35.0,0.714,40.0,39.0
2013,2012-13,Marin,marin,0,0,0,0,,1.0,0.0,0.0,,1.0,2.0
2013,2012-13,Mendocino,mendocino,11,7,5,4,0.75,115.0,64.0,35.0,0.547,23.0,72.0
2013,2012-13,Merced,merced,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Mission,mission,14,11,6,1,0.944,144.0,84.0,71.0,0.845,58.0,123.0
2013,2012-13,Modesto,modesto,6,1,2,5,0.375,60.0,31.0,25.0,0.806,24.0,38.0
2013,2012-13,Monterey,monterey,1,7,3,9,0.526,80.0,57.0,45.0,0.789,25.0,60.0
2013,2012-13,Mt. San Antonio,mtsanantonio,14,6,4,1,0.909,59.0,42.0,34.0,0.81,39.0,57.0
2013,2012-13,Mt. San Jacinto,mtsanjacinto,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Napa,napa,33,7,25,2,0.941,333.0,187.0,150.0,0.802,77.0,162.0
2013,2012-13,Ohlone,ohlone,1,0,1,0,1.0,16.0,10.0,7.0,0.7,10.0,9.0
2013,2012-13,Orange Coast,orangecoast,4,2,2,0,1.0,28.0,10.0,8.0,0.8,7.0,12.0
2013,2012-13,Oxnard,oxnard,8,1,3,0,1.0,75.0,38.0,28.0,0.737,18.0,39.0
2013,2012-13,Palomar,palomar,7,6,1,0,1.0,48.0,15.0,7.0,0.467,9.0,33.0
2013,2012-13,Pasadena,pasadena,6,0,4,0,1.0,73.0,58.0,46.0,0.793,35.0,21.0
2013,2012-13,Porterville,porterville,1,3,2,0,1.0,23.0,11.0,9.0,0.818,8.0,15.0
2013,2012-13,Reedley,reedley,1,0,0,0,,10.0,9.0,4.0,0.444,8.0,8.0
2013,2012-13,Rio Hondo,riohondo,0,3,2,2,0.714,41.0,23.0,18.0,0.783,19.0,36.0
2013,2012-13,Riverside,riverside,23,12,3,3,0.833,122.0,41.0,31.0,0.756,37.0,105.0
2013,2012-13,Sacramento City,sacramentocity,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Saddleback,saddleback,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,San Bernardino,sanbernardino,7,6,2,5,0.615,106.0,62.0,55.0,0.887,39.0,94.0
2013,2012-13,San Diego City,sandiego,16,10,10,2,0.909,174.0,89.0,64.0,0.719,51.0,107.0
2013,2012-13,San Diego Mesa,sandiegomesa,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,San Francisco,sanfrancisco,24,6,20,0,1.0,251.0,161.0,120.0,0.745,77.0,107.0
2013,2012-13,San Joaquin  Delta,sanjoaquindelta,0,1,0,0,1.0,13.0,5.0,2.0,0.4,11.0,20.0
2013,2012-13,San Mateo,sanmateo,1,1,2,0,1.0,18.0,8.0,5.0,0.625,6.0,10.0
2013,2012-13,Santa Ana,santaana,0,0,0,0,,0.0,0.0,0.0,,0.0,2.0
2013,2012-13,Santa Barbara,santabarbara,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Santa Rosa,santarosa,11,4,1,1,0.833,58.0,19.0,16.0,0.842,23.0,45.0
2013,2012-13,Sequoias,sequoias,8,1,6,0,1.0,66.0,48.0,42.0,0.875,33.0,50.0
2013,2012-13,Shasta,shasta,15,8,3,1,0.917,98.0,35.0,28.0,0.8,23.0,54.0
2013,2012-13,Sierra,sierra,0,0,0,0,,2.0,1.0,1.0,1.0,1.0,1.0
2013,2012-13,Siskiyous,siskiyous,0,0,0,0,,19.0,12.0,8.0,0.667,4.0,4.0
2013,2012-13,Skyline,skyline,8,0,7,0,1.0,50.0,41.0,36.0,0.878,31.0,17.0
2013,2012-13,Solano,solano,0,0,0,0,,10.0,10.0,7.0,0.7,5.0,2.0
2013,2012-13,Southwestern,southwestern,36,20,16,4,0.9,289.0,123.0,89.0,0.724,77.0,189.0
2013,2012-13,Taft,taft,1,2,4,3,0.667,73.0,52.0,33.0,0.635,29.0,44.0
2013,2012-13,Ventura,ventura,0,0,1,1,0.5,15.0,11.0,7.0,0.636,8.0,6.0
2013,2012-13,Victor Valley,victorvalley,12,2,13,1,0.938,178.0,120.0,91.0,0.758,77.0,85.0
2013,2012-13,West Hills Coalinga,westhillscoalinga,8,4,11,6,0.714,146.0,117.0,92.0,0.786,75.0,96.0
2013,2012-13,West LA,westla,2,0,0,0,,27.0,33.0,19.0,0.576,18.0,13.0
2013,2012-13,West Valley,westvalley,4,2,2,0,1.0,49.0,36.0,33.0,0.917,25.0,24.0
2013,2012-13,Yuba,yuba,20,11,11,1,0.957,171.0,81.0,54.0,0.667,35.0,114.0
